This list contains all games supported by FinalBurn Neo.

6907 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| 88games	|  	| '88 Games						| 		| 1988	| Konami	| GX861		| 					| 861m01.k18| src/burn/drv/konami/d_88games.cpp|
| airwolfa	|  	| Airwolf (US)						| airwolf	| 1987	| Kyugo (United | Miscellaneous	| 					| airwolf.2| src/burn/drv/pre90s/d_kyugo.cpp|
| ajax		|  	| Ajax							| 		| 1987	| Konami	| GX770		| 					| 770_m01.n11| src/burn/drv/konami/d_ajax.cpp|
| ajaxj		|  	| Ajax (Japan)						| ajax		| 1987	| Konami	| GX770		| 					| 770_l01.n11| src/burn/drv/konami/d_ajax.cpp|
| akkaarrh	|  	| Akka Arrh (prototype)					| 		| 1982	| Atari		| Miscellaneous	| Video issue when zooming		| akka_8000.p1| src/burn/drv/atari/d_akkaarrh.cpp|
| akkanvdr	|  	| Akkanbeder (Ver 2.5J 1995/06/14)			| spcinv95	| 1995	| Taito Corporat| Taito F3 Syste| 					| e06-14.20| src/burn/drv/taito/d_taitof3.cpp|
| akumajoun	|  	| Akuma-Jou Dracula (Japan ver. N)			| hcastle	| 1988	| Konami	| GX768		| 					| 768n03.k12| src/burn/drv/konami/d_hcastle.cpp|
| akumajou	|  	| Akuma-Jou Dracula (Japan ver. P)			| hcastle	| 1988	| Konami	| GX768		| 					| 768p03.k12| src/burn/drv/konami/d_hcastle.cpp|
| agalletj	|  	| Akuu Gallet (Japan)					| agallet	| 1996	| BanPresto / Ga| Cave		| 					| bp962a.u45| src/burn/drv/cave/d_sailormn.cpp|
| agalletaj	|  	| Akuu Gallet (older, Japan)				| agallet	| 1996	| BanPresto / Ga| Cave		| 					| u45| src/burn/drv/cave/d_sailormn.cpp|
| alcon		|  	| Alcon (US)						| 		| 1986	| Toaplan / Tait| Miscellaneous	| 					| a77_00-1.8p| src/burn/drv/toaplan/d_slapfght.cpp|
| alexkidd1	|  	| Alex Kidd: The Lost Stars (set 1, FD1089A 317-unknown)| alexkidd	| 1986	| Sega		| System 16A	| 					| epr-10429.43| src/burn/drv/sega/d_sys16a.cpp|
| alexkidd	|  	| Alex Kidd: The Lost Stars (set 2, unprotected)	| 		| 1986	| Sega		| System 16A	| 					| epr-10447.43| src/burn/drv/sega/d_sys16a.cpp|
| alibaba	|  	| Ali Baba and 40 Thieves				| 		| 1982	| Sega		| Pac-man	| 					| 6e| src/burn/drv/pre90s/d_pacman.cpp|
| alienaru	|  	| Alien Arena (Stargate upgrade)			| alienar	| 1985	| Duncan Brown	| 6809 System	| 					| aarom10| src/burn/drv/pre90s/d_williams.cpp|
| alienar	|  	| Alien Arena						| 		| 1985	| Duncan Brown	| 6809 System	| Game has no sound			| aarom10| src/burn/drv/pre90s/d_williams.cpp|
| alienchac	|  	| Alien Challenge (China)				| aliencha	| 1994	| IGS		| Miscellaneous	| 					| igsc0102.u81| src/burn/drv/pst90s/d_lordgun.cpp|
| aliencha	|  	| Alien Challenge (World)				| 		| 1994	| IGS		| Miscellaneous	| 					| igsc0102.u81| src/burn/drv/pst90s/d_lordgun.cpp|
| alinvade	|  	| Alien Invaders					| 		| 198?	| Forbes?	| Miscellaneous	| preliminary sound			| alien28.708| src/burn/drv/pre90s/d_alinvade.cpp|
| chf_alieninv	|  	| Alien Invasion					| 		| 1981	| Zircon	| Channel F	| 					| alieninv.bin| src/burn/drv/channelf/d_channelf.cpp|
| alienres	|  	| Alien Rescue (Homebrew, Test Build July 2019)		| 		| 2019	| MonstersGoBoom| Pac-man	| monstersgoboom.itch.io		| pacman.6e| src/burn/drv/pre90s/d_pacman.cpp|
| aliensec	|  	| Alien Sector						| 		| 1985	| Namco		| Miscellaneous	| 					| bd1_3.9c| src/burn/drv/pre90s/d_baraduke.cpp|
| astormjd	|  	| Alien Storm (set 1, Japan Rev B, 2 Players, FD1094 317-0146 decrypted)| astorm| 1990| Sega		| System 18	| 					| bootleg_epr-13085.a6| src/burn/drv/sega/d_sys18.cpp|
| astormj	|  	| Alien Storm (set 1, Japan Rev B, 2 Players, FD1094 317-0146)| astorm	| 1990	| Sega		| System 18	| 					| epr-13085.a6| src/burn/drv/sega/d_sys18.cpp|
| astormud	|  	| Alien Storm (set 2, US, 3 Players, FD1094 317-0147 decrypted)| astorm	| 1990	| Sega		| System 18	| 					| bootleg_epr-13095.a6| src/burn/drv/sega/d_sys18.cpp|
| astormu	|  	| Alien Storm (set 2, US, 3 Players, FD1094 317-0147)	| astorm	| 1990	| Sega		| System 18	| 					| epr-13095.a6| src/burn/drv/sega/d_sys18.cpp|
| astorm3d	|  	| Alien Storm (set 3, World, 3 Players, FD1094 317-0148 decrypted)| astorm| 1990	| Sega		| System 18	| 					| bootleg_epr-13165.a6| src/burn/drv/sega/d_sys18.cpp|
| astorm3	|  	| Alien Storm (set 3, World, 3 Players, FD1094 317-0148)| astorm	| 1990	| Sega		| System 18	| 					| epr-13165.a6| src/burn/drv/sega/d_sys18.cpp|
| astorm	|  	| Alien Storm (set 4, World, 2 Players, FD1094 317-0154)| 		| 1990	| Sega		| System 18	| 					| epr-13182.a6| src/burn/drv/sega/d_sys18.cpp|
| aliensynjo	|  	| Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033)| aliensyn| 1987	| Sega		| System 16A	| 					| epr-10699.43| src/burn/drv/sega/d_sys16a.cpp|
| aliensyn2	|  	| Alien Syndrome (set 2, System 16A, FD1089A 317-0033)	| aliensyn	| 1987	| Sega		| System 16A	| 					| epr-10808.b9| src/burn/drv/sega/d_sys16a.cpp|
| aliensyn3	|  	| Alien Syndrome (set 3, System 16B, FD1089A 317-0033)	| aliensyn	| 1987	| Sega		| System 16B	| 					| epr-10816.a4| src/burn/drv/sega/d_sys16b.cpp|
| aliensyn	|  	| Alien Syndrome (set 4, System 16B, unprotected)	| 		| 1987	| Sega		| System 16B	| 					| epr-11083.a4| src/burn/drv/sega/d_sys16b.cpp|
| aliensyn5	|  	| Alien Syndrome (set 5, System 16A, FD1089B 317-0037)	| aliensyn	| 1987	| Sega		| System 16A	| 					| epr-10804.43| src/burn/drv/sega/d_sys16a.cpp|
| aliensynj	|  	| Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033)| aliensyn| 1987	| Sega		| System 16B	| 					| epr-10720a.a4| src/burn/drv/sega/d_sys16b.cpp|
| aliensyn7	|  	| Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx)	| aliensyn	| 1987	| Sega		| System 16B	| 					| epr-11083.a4| src/burn/drv/sega/d_sys16b.cpp|
| avspa		|  	| Alien vs Predator (940520 Asia)			| avsp		| 1994	| Capcom	| CPS2		| 					| avpa.03d| src/burn/drv/capcom/d_cps2.cpp|
| avspd		|  	| Alien vs Predator (940520 Euro Phoenix Edition)	| avsp		| 1994	| bootleg	| CPS2		| 					| avped.03d| src/burn/drv/capcom/d_cps2.cpp|
| avsp		|  	| Alien vs Predator (940520 Euro)			| 		| 1994	| Capcom	| CPS2		| 					| avpe.03d| src/burn/drv/capcom/d_cps2.cpp|
| avsph		|  	| Alien vs Predator (940520 Hispanic)			| avsp		| 1994	| Capcom	| CPS2		| 					| avph.03d| src/burn/drv/capcom/d_cps2.cpp|
| avspj		|  	| Alien vs Predator (940520 Japan)			| avsp		| 1994	| Capcom	| CPS2		| 					| avpj.03d| src/burn/drv/capcom/d_cps2.cpp|
| avspu		|  	| Alien vs Predator (940520 USA)			| avsp		| 1994	| Capcom	| CPS2		| 					| avpu.03d| src/burn/drv/capcom/d_cps2.cpp|
| alien3j	|  	| Alien3: The Gun (Japan)				| alien3	| 1993	| Sega		| System 32	| 					| epr-15861.ic17| src/burn/drv/sega/d_segas32.cpp|
| alien3u	|  	| Alien3: The Gun (US, Rev A)				| alien3	| 1993	| Sega		| System 32	| 					| epr-15941.ic17| src/burn/drv/sega/d_segas32.cpp|
| alien3	|  	| Alien3: The Gun (World)				| 		| 1993	| Sega		| System 32	| 					| epr-15943.ic17| src/burn/drv/sega/d_segas32.cpp|
| aliensa	|  	| Aliens (Asia)						| aliens	| 1990	| Konami	| GX875		| 					| 875_r02.e24| src/burn/drv/konami/d_aliens.cpp|
| aliensj	|  	| Aliens (Japan set 1)					| aliens	| 1990	| Konami	| GX875		| 					| 875_m02.e24| src/burn/drv/konami/d_aliens.cpp|
| aliensj2	|  	| Aliens (Japan set 2)					| aliens	| 1990	| Konami	| GX875		| 					| 875_j2_2.e24| src/burn/drv/konami/d_aliens.cpp|
| aliensu	|  	| Aliens (US set 1)					| aliens	| 1990	| Konami	| GX875		| 					| 875_n02.e24| src/burn/drv/konami/d_aliens.cpp|
| aliensu2	|  	| Aliens (US set 2)					| aliens	| 1990	| Konami	| GX875		| 					| 875_h02.e24| src/burn/drv/konami/d_aliens.cpp|
| aliens	|  	| Aliens (World set 1)					| 		| 1990	| Konami	| GX875		| 					| 875_j02.e24| src/burn/drv/konami/d_aliens.cpp|
| aliens2	|  	| Aliens (World set 2)					| aliens	| 1990	| Konami	| GX875		| 					| 875_p02.e24| src/burn/drv/konami/d_aliens.cpp|
| aliens3	|  	| Aliens (World set 3)					| aliens	| 1990	| Konami	| GX875		| 					| 875_w3_2.e24| src/burn/drv/konami/d_aliens.cpp|
| aligators	|  	| Alligator Hunt (Spain, protected)			| aligator	| 1994	| Gaelco	| Miscellaneous	| 					| u45| src/burn/drv/pst90s/d_gaelco2.cpp|
| aligatorun	|  	| Alligator Hunt (unprotected, set 1)			| aligator	| 1994	| Gaelco	| Miscellaneous	| 					| ahntu45n.040| src/burn/drv/pst90s/d_gaelco2.cpp|
| aligatoruna	|  	| Alligator Hunt (unprotected, set 2)			| aligator	| 1994	| Gaelco	| Miscellaneous	| 					| stm27c4001.45| src/burn/drv/pst90s/d_gaelco2.cpp|
| aligator	|  	| Alligator Hunt (World, protected)			| 		| 1994	| Gaelco	| Miscellaneous	| 					| 1.u45| src/burn/drv/pst90s/d_gaelco2.cpp|
| alphaho	| D	| Alpha Fighter / Head On				| 		| 19??	| Data East Corp| Vic Dual	| No sound				| c0.bin| src/burn/drv/pre90s/d_vicdual.cpp|
| alphamis	|  	| Alpha Mission						| aso		| 1985	| SNK		| Miscellaneous	| 					| p1.8d| src/burn/drv/pre90s/d_snk.cpp|
| alpham2	|  	| Alpha Mission II / ASO II - Last Guardian (NGM-007)(NGH-007)| 		| 1991	| SNK		| Neo Geo MVS	| 					| 007-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| alpham2p	|  	| Alpha Mission II / ASO II - Last Guardian (prototype)	| alpham2	| 1991	| SNK		| Neo Geo MVS	| 					| 007_p1_faac.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| alphaone	|  	| Alpha One (prototype, 3 lives)			| mhavoc	| 1983	| Atari		| Miscellaneous	| 					| vec5000.tw| src/burn/drv/pre90s/d_mhavoc.cpp|
| alphaonea	|  	| Alpha One (prototype, 5 lives)			| mhavoc	| 1983	| Atari		| Miscellaneous	| 					| vec5000.tw| src/burn/drv/pre90s/d_mhavoc.cpp|
| alpine	|  	| Alpine Ski (set 1)					| 		| 1982	| Taito Corporat| Taito SJ Syste| 					| rh16.069| src/burn/drv/taito/d_taitosj.cpp|
| alpinea	|  	| Alpine Ski (set 2)					| alpine	| 1982	| Taito Corporat| Taito SJ Syste| 					| rh01-1.69| src/burn/drv/taito/d_taitosj.cpp|
| altbeastbl	| D NW	| Altered Beast (Datsu bootleg)				| altbeast	| 1988	| bootleg (Datsu| System 16B	| no Sound				| 4.bin| src/burn/drv/sega/d_sys16b.cpp|
| altbeast2	|  	| Altered Beast (set 2, MC-8123B 317-0066)		| altbeast	| 1988	| Sega		| System 16B	| 					| epr-11705.a7| src/burn/drv/sega/d_sys16b.cpp|
| altbeast4	|  	| Altered Beast (set 4, MC-8123B 317-0066)		| altbeast	| 1988	| Sega		| System 16B	| 					| epr-11740.a7| src/burn/drv/sega/d_sys16b.cpp|
| altbeast5d	|  	| Altered Beast (set 5, FD1094 317-0069 decrypted)	| altbeast	| 1988	| Sega		| System 16B	| 					| bootleg_epr-11742.a7| src/burn/drv/sega/d_sys16b.cpp|
| altbeast5	|  	| Altered Beast (set 5, FD1094 317-0069)		| altbeast	| 1988	| Sega		| System 16B	| 					| epr-11742.a7| src/burn/drv/sega/d_sys16b.cpp|
| altbeast6	|  	| Altered Beast (set 6, 8751 317-0076)			| altbeast	| 1988	| Sega		| System 16B	| 					| epr-11883.a7| src/burn/drv/sega/d_sys16b.cpp|
| altbeast	|  	| Altered Beast (set 8, 8751 317-0078)			| 		| 1988	| Sega		| System 16B	| 					| epr-11907.a7| src/burn/drv/sega/d_sys16b.cpp|
| ambush	|  	| Ambush						| 		| 1983	| Tecfri	| Miscellaneous	| 					| a1.i7| src/burn/drv/pre90s/d_ambush.cpp|
| ambushh	|  	| Ambush (hack?)					| ambush	| 1983	| Tecfri	| Miscellaneous	| 					| a1_hack.i7| src/burn/drv/pre90s/d_ambush.cpp|
| ambushj	|  	| Ambush (Japan)					| ambush	| 1983	| Nippon Amuse C| Miscellaneous	| 					| ambush.h7| src/burn/drv/pre90s/d_ambush.cpp|
| ambushv	|  	| Ambush (Volt Elec co-ltd)				| ambush	| 1983	| Volt Elec co-l| Miscellaneous	| 					| n1.h7| src/burn/drv/pre90s/d_ambush.cpp|
| anteaterg	|  	| Ameisenbaer (German)					| anteater	| 1983	| TV-Tuning (F.E| Galaxian	| 					| prg_2.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| horshoes	|  	| American Horseshoes (US)				| 		| 1990	| Taito America | Taito L System| 					| c47-03.ic6| src/burn/drv/taito/d_taitol.cpp|
| amspdwy	|  	| American Speedway (set 1)				| 		| 1987	| Enerdyne Techn| Miscellaneous	| 					| game5807.u33| src/burn/drv/pre90s/d_amspdwy.cpp|
| amspdwya	|  	| American Speedway (set 2)				| amspdwy	| 1987	| Enerdyne Techn| Miscellaneous	| 					| game.u33| src/burn/drv/pre90s/d_amspdwy.cpp|
| amidar	|  	| Amidar						| 		| 1981	| Konami	| Galaxian	| 					| 1.2c| src/burn/drv/galaxian/d_galaxian.cpp|
| amidarb	|  	| Amidar (bootleg)					| amidar	| 1982	| bootleg	| Galaxian	| 					| ami2gor.2c| src/burn/drv/galaxian/d_galaxian.cpp|
| amidar1	|  	| Amidar (older)					| amidar	| 1981	| Konami	| Galaxian	| 					| amidar.2c| src/burn/drv/galaxian/d_galaxian.cpp|
| amidaro	|  	| Amidar (Olympia)					| amidar	| 1982	| Konami (Olympi| Galaxian	| 					| 107.2cd| src/burn/drv/galaxian/d_galaxian.cpp|
| amidars	|  	| Amidar (Scramble hardware)				| amidar	| 1982	| Konami	| Galaxian	| 					| am2d| src/burn/drv/galaxian/d_galaxian.cpp|
| amidaru	|  	| Amidar (Stern)					| amidar	| 1982	| Konami (Stern | Galaxian	| 					| amidarus.2c| src/burn/drv/galaxian/d_galaxian.cpp|
| amigo		|  	| Amigo							| amidar	| 1982	| bootleg	| Galaxian	| 					| 2732.a1| src/burn/drv/galaxian/d_galaxian.cpp|
| androdun	|  	| Andro Dunos (NGM-049)(NGH-049)			| 		| 1992	| Visco		| Neo Geo MVS	| 					| 049-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| androidpo	|  	| Android (prototype, early build)			| androidp	| 198?	| Nasco		| Miscellaneous	| 					| mitsubishi__ad1__m5l27256k.toppcb.k1| src/burn/drv/pre90s/d_himesiki.cpp|
| androidp	|  	| Android (prototype, later build)			| 		| 198?	| Nasco		| Miscellaneous	| 					| andr1.bin| src/burn/drv/pre90s/d_himesiki.cpp|
| angelkds	|  	| Angel Kids (Japan)					| 		| 1988	| Sega / Nasco?	| Miscellaneous	| 					| epr-11428.c10| src/burn/drv/sega/d_angelkds.cpp|
| cadanglr	|  	| Angler Dangler (DECO Cassette) (US)			| 		| 1982	| Data East Corp| Cassette Syste| 					| dp-1250-a-0.dgl| src/burn/drv/dataeast/d_decocass.cpp|
| anteater	|  	| Anteater						| 		| 1982	| Stern (Tago li| Galaxian	| 					| ra1-2c| src/burn/drv/galaxian/d_galaxian.cpp|
| aponow	|  	| Apocaljpse Now					| rescue	| 1982	| bootleg	| Galaxian	| 					| aponow01.rom| src/burn/drv/galaxian/d_galaxian.cpp|
| appoooh	|  	| Appoooh						| 		| 1984	| Sanritsu / Seg| Miscellaneous	| 					| epr-5906.bin| src/burn/drv/sega/d_appoooh.cpp|
| aquajackj	|  	| Aquajack (Japan)					| aquajack	| 1990	| Taito Corporat| Taito Z	| 					| b77-22.ic31| src/burn/drv/taito/d_taitoz.cpp|
| aquajacku	|  	| Aquajack (US)						| aquajack	| 1990	| Taito Corporat| Taito Z	| 					| b77-22.ic31| src/burn/drv/taito/d_taitoz.cpp|
| aquajack	|  	| Aquajack (World)					| 		| 1990	| Taito Corporat| Taito Z	| 					| b77-22.ic31| src/burn/drv/taito/d_taitoz.cpp|
| aquariumj	|  	| Aquarium (Japan)					| aquarium	| 1996	| Excellent Syst| Miscellaneous	| 					| excellent_3.13h| src/burn/drv/pst90s/d_aquarium.cpp|
| aquarium	|  	| Aquarium (US)						| 		| 1996	| Excellent Syst| Miscellaneous	| 					| aquar3.13h| src/burn/drv/pst90s/d_aquarium.cpp|
| arabian	|  	| Arabian						| 		| 1983	| Sun Electronic| Miscellaneous	| 					| ic1rev2.87| src/burn/drv/pre90s/d_arabian.cpp|
| arabiana	|  	| Arabian (Atari)					| arabian	| 1983	| [Sun Electroni| Miscellaneous	| 					| tvg-87.ic1| src/burn/drv/pre90s/d_arabian.cpp|
| arabfgtj	|  	| Arabian Fight (Japan)					| arabfgt	| 1991	| Sega		| System 32	| 					| epr-14597.ic8| src/burn/drv/sega/d_segas32.cpp|
| arabfgtu	|  	| Arabian Fight (US)					| arabfgt	| 1991	| Sega		| System 32	| 					| epr-14608.ic8| src/burn/drv/sega/d_segas32.cpp|
| arabfgt	|  	| Arabian Fight (World)					| 		| 1991	| Sega		| System 32	| 					| epr-14609.ic8| src/burn/drv/sega/d_segas32.cpp|
| arabianmu	|  	| Arabian Magic (Ver 1.0A 1992/07/06)			| arabianm	| 1992	| Taito America | Taito F3 Syste| 					| d29-23.ic40| src/burn/drv/taito/d_taitof3.cpp|
| arabianmj	|  	| Arabian Magic (Ver 1.0J 1992/07/06)			| arabianm	| 1992	| Taito Corporat| Taito F3 Syste| 					| d29-23.ic40| src/burn/drv/taito/d_taitof3.cpp|
| arabianm	|  	| Arabian Magic (Ver 1.0O 1992/07/06)			| 		| 1992	| Taito Corporat| Taito F3 Syste| 					| d29-23.ic40| src/burn/drv/taito/d_taitof3.cpp|
| aracnis	|  	| Aracnis (bootleg of Scorpion on Moon Cresta hardware)	| scorpion	| 19??	| bootleg	| Galaxian	| 					| 00sc.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| arbalest	|  	| Arbalester						| 		| 1989	| Seta		| Seta		| 					| uk-001-003| src/burn/drv/pst90s/d_seta.cpp|
| arcadecl	|  	| Arcade Classics (prototype)				| 		| 1992	| Atari Games	| Miscellaneous	| 					| pgm0| src/burn/drv/atari/d_arcadecl.cpp|
| arcadian	|  	| Arcadia (NMK)						| 		| 1994	| NMK		| NMK16		| 					| arcadia.3| src/burn/drv/pst90s/d_nmk16.cpp|
| area88r	|  	| Area 88 (Japan Resale ver.)				| unsquad	| 1989	| Daipro / Capco| CPS1		| 					| araj_23.8f| src/burn/drv/capcom/d_cps1.cpp|
| area88	|  	| Area 88 (Japan)					| unsquad	| 1989	| Daipro / Capco| CPS1		| 					| ar_36.12f| src/burn/drv/capcom/d_cps1.cpp|
| lwingsj	|  	| Ares no Tsubasa (Japan)				| lwings	| 1986	| Capcom	| Miscellaneous	| 					| a_06c.rom| src/burn/drv/pre90s/d_lwings.cpp|
| lwingsja	|  	| Ares no Tsubasa (Japan, rev. A)			| lwings	| 1986	| Capcom	| Miscellaneous	| 					| at_01a.6c| src/burn/drv/pre90s/d_lwings.cpp|
| argus		|  	| Argus							| 		| 1986	| NMK (Jaleco li| Miscellaneous	| 					| ag_02.bin| src/burn/drv/pre90s/d_argus.cpp|
| argusg	|  	| Argus (Gottlieb, prototype)				| 		| 1984	| Gottlieb	| Miscellaneous	| 					| arg_ram2_2732.c7| src/burn/drv/pre90s/d_qbert.cpp|
| rygarj	|  	| Argus no Senshi (Japan)				| rygar		| 1986	| Tecmo		| Miscellaneous	| 					| cpuj_5p.bin| src/burn/drv/pre90s/d_tecmo.cpp|
| arian		|  	| Arian Mission						| aso		| 1985	| SNK		| Miscellaneous	| 					| p1.8d| src/burn/drv/pre90s/d_snk.cpp|
| arkarea	|  	| Ark Area						| 		| 1988	| UPL		| Miscellaneous	| 					| arkarea.008| src/burn/drv/pre90s/d_ninjakd2.cpp|
| arkgcbl	|  	| Arkanoid (bootleg on Block hardware)			| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| electric__16.6e| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidjbl	|  	| Arkanoid (bootleg with MCU set 1)			| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| e1.6d| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidjbl2	|  	| Arkanoid (bootleg with MCU set 2)			| arkanoid	| 1986	| bootleg (Beta)| Arkanoid	| 					| 1.ic81.3f| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidjbla	|  	| Arkanoid (bootleg with MCU, alt)			| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| 1.3f.ic81| src/burn/drv/taito/d_arkanoid.cpp|
| ark1ball	|  	| Arkanoid (bootleg with MCU, harder)			| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| a-1.7d| src/burn/drv/taito/d_arkanoid.cpp|
| ark1balla	|  	| Arkanoid (bootleg with MCU, harder, alt)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| 6c.bin| src/burn/drv/taito/d_arkanoid.cpp|
| arkangc	|  	| Arkanoid (Game Corporation bootleg, set 1)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| arkgc.1| src/burn/drv/taito/d_arkanoid.cpp|
| arkangc2	|  	| Arkanoid (Game Corporation bootleg, set 2)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| 1.81| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidj	|  	| Arkanoid (Japan)					| arkanoid	| 1986	| Taito Corporat| Arkanoid	| 					| a75_24.ic17| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidja	|  	| Arkanoid (Japan, older rev)				| arkanoid	| 1986	| Taito Corporat| Arkanoid	| 					| a75-21.ic17| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidjb	|  	| Arkanoid (Japan, oldest rev)				| arkanoid	| 1986	| Taito Corporat| Arkanoid	| 					| a75-01-1.ic17| src/burn/drv/taito/d_arkanoid.cpp|
| arkatayt	|  	| Arkanoid (Tayto bootleg)				| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| ic81-v.3f| src/burn/drv/taito/d_arkanoid.cpp|
| arktayt2	|  	| Arkanoid (Tayto bootleg, harder)			| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| 4.ic81.3f| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoidu	|  	| Arkanoid (US)						| arkanoid	| 1986	| Taito America | Arkanoid	| 					| a75-19.ic17| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoiduo	|  	| Arkanoid (US, oldest rev)				| arkanoid	| 1986	| Taito America | Arkanoid	| 					| a75__01-1.ic17| src/burn/drv/taito/d_arkanoid.cpp|
| arkanoid	|  	| Arkanoid (World, oldest rev)				| 		| 1986	| Taito Corporat| Arkanoid	| 					| a75-01-1.ic17| src/burn/drv/taito/d_arkanoid.cpp|
| arknoid2b	|  	| Arkanoid - Revenge of DOH (Japan bootleg)		| arknoid2	| 1987	| bootleg	| Miscellaneous	| 					| boot.11c| src/burn/drv/taito/d_tnzs.cpp|
| arknoid2j	|  	| Arkanoid - Revenge of DOH (Japan)			| arknoid2	| 1987	| Taito Corporat| Miscellaneous	| 					| b08_05.11c| src/burn/drv/taito/d_tnzs.cpp|
| arknoid2u	|  	| Arkanoid - Revenge of DOH (US)			| arknoid2	| 1987	| Taito America | Miscellaneous	| 					| b08__11.11c| src/burn/drv/taito/d_tnzs.cpp|
| arknoid2	|  	| Arkanoid - Revenge of DOH (World)			| 		| 1987	| Taito Corporat| Miscellaneous	| 					| b08__05.11c| src/burn/drv/taito/d_tnzs.cpp|
| arkretrnu	|  	| Arkanoid Returns (Ver 2.02A 1997/02/10)		| arkretrn	| 1997	| Taito Corporat| Taito F3 Syste| 					| e36-11.20| src/burn/drv/taito/d_taitof3.cpp|
| arkretrnj	|  	| Arkanoid Returns (Ver 2.02J 1997/02/10)		| arkretrn	| 1997	| Taito Corporat| Taito F3 Syste| 					| e36-11.20| src/burn/drv/taito/d_taitof3.cpp|
| arkretrn	|  	| Arkanoid Returns (Ver 2.02O 1997/02/10)		| 		| 1997	| Taito Corporat| Taito F3 Syste| 					| e36-11.20| src/burn/drv/taito/d_taitof3.cpp|
| armchmp2o	|   NW	| Arm Champs II v1.7					| armchmp2	| 1992	| Jaleco	| Miscellaneous	| 					| ac91106_ver1.7_4.ic63| src/burn/drv/pst90s/d_cischeat.cpp|
| armchmp2o2	|   NW	| Arm Champs II v2.6					| armchmp2	| 1992	| Jaleco	| Miscellaneous	| 					| ac-91106v2.6_4.ic63| src/burn/drv/pst90s/d_cischeat.cpp|
| armchmp2	|   NW	| Arm Champs II v2.7					| 		| 1992	| Jaleco	| Miscellaneous	| 					| 4_ver_2.7.ic63| src/burn/drv/pst90s/d_cischeat.cpp|
| armwrest	|  	| Arm Wrestling						| 		| 1985	| Nintendo	| Miscellaneous	| 					| chv1-c.8l| src/burn/drv/pre90s/d_punchout.cpp|
| armedf	|  	| Armed Formation					| 		| 1988	| Nichibutsu	| Miscellaneous	| 					| 06.3d| src/burn/drv/pre90s/d_armedf.cpp|
| armedff	|  	| Armed Formation (Fillmore license)			| armedf	| 1988	| Nichibutsu (Fi| Miscellaneous	| 					| af_06.rom| src/burn/drv/pre90s/d_armedf.cpp|
| batriderc	|  	| Armed Police Batrider (China) (Fri Feb 13 1998)	| batrider	| 1998	| Raizing / 8ing| Toaplan GP9001| 					| prg0_china.u22| src/burn/drv/toaplan/d_batrider.cpp|
| batrider	|  	| Armed Police Batrider (Europe) (Fri Feb 13 1998)	| 		| 1998	| Raizing / 8ing| Toaplan GP9001| 					| prg0_europe.u22| src/burn/drv/toaplan/d_batrider.cpp|
| batriderk	|  	| Armed Police Batrider (Korea) (Fri Feb 13 1998)	| batrider	| 1998	| Raizing / 8ing| Toaplan GP9001| 					| prg0_korea.u22| src/burn/drv/toaplan/d_batrider.cpp|
| batrideru	|  	| Armed Police Batrider (U.S.A.) (Fri Feb 13 1998)	| batrider	| 1998	| Raizing / 8ing| Toaplan GP9001| 					| prg0_usa.u22| src/burn/drv/toaplan/d_batrider.cpp|
| batriderhk	|  	| Armed Police Batrider - A Version (Hong Kong) (Mon Dec 22 1997)| batrider| 1998	| Raizing / 8ing| Toaplan GP9001| 					| prg0.u22| src/burn/drv/toaplan/d_batrider.cpp|
| batriderja	|  	| Armed Police Batrider - A Version (Japan) (Mon Dec 22 1997)| batrider	| 1998	| Raizing / 8ing| Toaplan GP9001| 					| prg0.bin| src/burn/drv/toaplan/d_batrider.cpp|
